preperation_level,study_hours,sleep_hours,revision_frequency,exam_stress_level,performance_scores
3,14,4,5,3,88.60708482939022
1,14,11,1,4,91.71175172460421
2,17,5,1,5,75.25285666494817
2,20,11,5,1,100.0
1,12,1,7,2,73.00892663009826
3,15,1,3,4,77.8837638756632
3,6,17,2,1,80.68077003891175
1,22,7,4,3,75.1967068221905
3,17,8,7,1,100.0
3,11,11,2,3,86.92013637514695
1,6,5,5,2,58.661841542109194
1,22,16,7,2,100.0
2,3,4,4,3,44.754535497006195
1,24,19,1,5,70.2592932927949
3,23,7,3,3,73.73432513809777
1,10,23,1,2,61.63258471587307
1,13,12,3,3,91.27093424778946
2,17,14,5,3,100.0
3,2,23,4,4,50.38532743341513
3,8,23,7,3,87.71217123361069
1,1,5,7,5,44.15665153446485
2,9,6,5,5,75.50665454328599
3,13,10,4,1,100.0
2,19,4,6,5,85.80694995266752
2,24,5,4,4,68.26187393912592
1,14,22,3,1,90.7833673570743
1,11,4,7,4,76.48105794827296
1,22,14,1,1,89.63159459162992
1,8,24,7,2,72.64718602829134
2,5,5,3,5,44.39600653738981
2,20,11,1,2,94.24925747944947
1,13,22,7,5,100.0
3,16,17,4,2,100.0
2,11,14,7,5,100.0
2,18,19,7,3,100.0
3,19,8,6,2,100.0
1,5,13,3,5,59.90868263421222
1,1,9,1,2,35.05057185590355
1,1,4,1,3,22.051390491674965
2,21,17,6,3,100.0
2,12,17,6,3,100.0
1,14,17,3,5,99.91768401444567
1,16,10,7,2,100.0
2,22,22,3,5,84.01681681558773
2,21,14,1,2,93.48443438941676
3,11,12,6,3,100.0
2,16,16,2,1,100.0
2,10,1,7,4,73.59297113751715
1,15,23,6,4,92.54096084637122
2,23,6,7,3,85.35164801519862
3,10,4,2,4,64.48667983957475
1,16,7,3,5,89.91174855250883
2,23,5,3,2,70.19800683849195
1,8,20,4,3,81.23277364333117
3,9,22,2,3,82.01589422985404
3,10,16,6,3,100.0
2,14,16,2,1,100.0
1,14,2,2,5,59.16968738127262
1,10,11,1,2,79.05018814073243
2,21,5,2,2,74.6709801222576
3,1,10,4,4,61.43400855187483
3,4,7,4,3,59.71672144295385
3,7,11,2,1,77.01269197740427
2,5,21,4,4,69.48596376217117
1,1,23,2,1,37.01926339845964
3,5,13,3,4,70.33976779350995
1,4,4,5,5,39.593453040854975
2,19,4,1,5,70.32542023968816
3,24,9,6,2,90.29321573936467
1,17,23,2,5,87.13376016471574
2,19,7,6,3,99.02412676108743
1,22,20,1,1,77.8289989551331
2,7,20,4,1,80.32655243358633
1,3,11,5,1,71.28286079326043
3,17,8,6,2,100.0
2,13,14,2,5,100.0
2,8,3,5,1,59.87392845948495
1,4,11,1,5,51.65240353688618
3,4,14,6,1,85.23364012862287
1,16,13,1,2,94.11708375415866
2,13,15,5,1,100.0
1,5,17,3,2,70.18877389574175
1,3,7,4,2,48.244144962269964
2,22,23,1,2,76.27413153086901
3,24,6,2,4,64.0150186760813
2,1,10,7,5,67.38908211777164
2,8,20,7,1,98.0034822600496
1,20,11,4,1,98.76403406017063
3,22,5,2,4,72.37780549315882
1,17,6,4,5,86.42455425707422
2,22,14,5,1,100.0
2,21,2,7,2,84.41238581558646
2,24,21,5,1,92.31626404110658
3,19,9,2,4,97.90639644394244
1,8,6,1,3,48.044983610559186
3,12,7,3,1,86.1820676014046
1,12,15,1,4,91.96794219318033
2,2,19,6,4,76.69716249048155
1,22,8,4,5,88.35934276202705
1,12,8,5,4,92.04137877964325
1,19,9,1,5,76.82315081524368
2,22,6,4,2,75.6744467064092
3,4,8,5,2,65.50369990124862
3,4,10,2,1,65.29234383715024
2,20,18,6,2,100.0
3,13,19,5,5,100.0
3,1,19,1,2,60.9996699728369
1,5,2,7,4,47.564098465488044
3,10,3,7,3,84.41336414896259
1,16,18,1,3,98.00261216511986
2,23,12,6,4,100.0
3,11,20,2,1,98.11438202989044
3,15,21,2,5,97.80952915602118
2,5,4,2,5,39.43514861343648
2,1,1,4,2,30.297019031383943
1,10,11,4,5,89.1202225549776
1,3,14,4,2,70.8057823477507
3,19,12,3,1,100.0
2,12,17,1,1,96.28509873573566
2,12,5,6,2,84.38757986465369
1,15,1,6,4,73.46014035204253
3,8,13,5,2,97.00075536991534
2,17,5,2,5,74.47699879504414
2,10,18,6,1,100.0
3,24,17,1,5,85.22977049534845
1,6,8,6,2,74.45398840304189
2,18,6,1,4,78.14593184026963
3,17,4,7,1,100.0
1,17,19,3,4,100.0
2,1,24,2,3,33.257112597888536
1,5,9,3,1,55.38891105303594
1,21,16,7,5,100.0
3,2,6,7,5,58.93198520816559
2,14,14,1,3,98.90360603699291
1,6,21,2,4,60.25608637244344
2,21,2,2,4,72.12474659694358
2,16,8,3,3,90.70014594602436
3,22,4,4,4,79.33296874004128
3,7,13,7,3,94.76113777830004
3,2,10,7,3,78.86075577591993
3,11,21,2,5,87.32761363971181
2,4,24,7,1,60.282953814158944
1,22,7,1,4,75.09320084267968
3,19,4,1,2,75.9023504636965
1,16,24,4,1,87.28449358027731
3,10,18,5,5,100.0
1,24,17,3,4,87.26447690496286
3,17,8,1,3,99.16607474181724
3,4,10,7,5,82.23273624923661
2,19,18,6,3,100.0
1,6,3,2,1,30.969441223728772
1,8,11,3,1,74.91722686988338
1,1,19,2,2,54.620766179237776
1,23,23,7,5,77.70377441930543
1,22,14,1,4,84.08317372862098
2,17,3,4,1,87.82261665276481
2,3,24,6,2,49.339838537825955
1,2,18,6,2,69.74243542108779
1,21,18,7,5,100.0
1,2,6,6,5,48.88801089433837
3,21,22,2,2,90.01020463319182
1,17,21,5,3,100.0
2,15,24,6,2,93.36648505494045
2,11,6,6,1,82.84863908888916
2,12,23,4,5,86.23269309985369
2,3,2,2,4,30.724867922971832
1,22,16,2,5,90.80300559983453
2,19,19,4,3,100.0
1,23,5,5,1,71.44746005965851
2,4,8,7,3,68.51705358465026
1,7,20,5,1,75.93563622030578
2,11,5,7,4,85.92004314958862
1,4,18,3,4,61.274723062761346
2,10,16,3,5,89.54347225398979
1,23,1,4,5,57.517122812297
1,7,14,5,5,82.44831567734066
2,18,9,7,4,100.0
3,21,1,6,4,78.612715487608
2,12,4,7,3,86.08748624907955
3,8,1,4,4,60.072590123185044
2,4,2,4,3,39.991999279474534
3,14,13,3,5,100.0
2,12,3,6,1,79.21347496437441
3,21,8,2,4,86.6396924585952
3,15,6,2,2,87.3500087507702
1,24,6,4,2,56.30182567737605
1,18,15,2,2,100.0
3,23,16,4,4,100.0
1,7,10,5,4,71.31737193203513
1,5,19,6,4,77.62031678124951
1,22,16,6,5,100.0
1,3,21,4,3,55.35412016531212
1,24,21,6,3,84.21549889762518
1,6,20,5,1,74.6282820100594
1,5,4,1,4,27.773146464846178
3,24,19,6,4,94.81565285498355
3,22,8,5,2,99.87544070766967
3,20,22,1,3,91.46341734244704
2,19,13,1,2,94.99480007674602
1,23,12,5,2,94.2327695225288
3,5,12,2,1,77.92847686795412
1,19,6,1,4,76.06894409775502
3,13,19,6,4,100.0
2,2,6,2,4,42.13719107351424
3,9,7,3,5,74.60846704397962
2,6,17,1,3,71.40296393117073
2,17,22,4,2,100.0
1,9,18,4,5,90.85600081970647
1,3,4,1,2,25.52480881419057
2,10,9,6,1,89.31516547794308
1,7,11,2,3,68.31965079434983
1,19,9,7,4,100.0
2,24,11,6,3,92.99268186237664
1,12,22,5,1,94.233480235733
3,10,11,7,3,100.0
2,14,7,2,4,82.52367832534287
3,24,10,4,5,86.74093025345428
1,19,2,6,1,87.29057255790039
2,15,16,5,5,100.0
3,15,4,4,1,89.93663366911096
3,6,6,6,5,68.27492637478944
2,10,20,6,3,98.8205082629184
1,8,17,1,1,71.91155238268713
3,21,9,1,1,92.70813790918743
2,12,18,4,4,98.3769140040985
1,12,20,4,5,92.5720106257302
2,10,2,2,5,53.452276158622226
3,13,2,1,2,60.403863023345636
2,19,9,1,4,90.67934127998454
1,18,10,7,4,100.0
2,18,12,6,4,100.0
3,9,2,1,3,51.313831603589996
1,14,21,2,4,91.70910603310884
2,7,16,4,2,84.44968966196022
2,18,10,6,5,100.0
2,13,11,7,4,100.0
2,6,5,5,2,62.10519712661464
2,10,2,4,1,62.085213490003824
1,21,17,3,3,100.0
2,9,16,2,3,84.4280909832085
1,3,21,1,2,47.2438004019412
1,6,24,6,2,58.15030127148086
3,1,4,3,5,32.02931528641335
1,7,9,1,4,54.59920450835185
1,5,22,7,3,72.24777633395234
3,14,7,4,3,97.25998024651255
3,3,24,2,2,40.728344678564035
1,20,19,2,5,100.0
1,10,23,5,5,75.09771930674177
3,9,19,1,1,81.77599900706728
3,20,16,1,3,100.0
1,18,8,3,1,87.44051651939196
3,7,10,2,3,69.13867963480288
3,5,6,6,5,63.38977943645746
1,24,18,4,2,85.06952538896833
1,24,9,3,1,64.24128040227211
2,20,14,3,2,100.0
3,4,4,3,4,48.791549506906954
3,4,12,2,2,68.6053137242225
1,24,12,1,2,65.93097011040705
3,22,13,4,1,100.0
3,15,2,4,1,80.11830505785336
2,12,8,5,3,91.51948652328431
2,2,15,5,4,67.44252987447528
1,21,15,2,3,95.83308952878934
2,22,3,3,5,63.86236130206525
1,16,4,3,1,80.16821710188118
2,11,7,5,1,89.40045734928523
3,8,16,7,4,100.0
2,11,7,5,3,83.47279402106702
2,21,1,1,5,53.9545833770525
1,17,17,2,4,100.0
1,6,4,5,2,48.326794564555364
3,17,2,6,4,90.59812304486753
3,17,1,1,4,68.08652766412075
3,6,15,3,1,83.43671119501145
2,1,1,5,4,38.21044173332457
1,20,8,4,5,85.77889572663553
2,24,18,1,3,78.97557731111546
1,20,22,6,4,100.0
1,24,21,2,5,70.28401921030859
3,2,22,1,3,50.77714692404809
2,16,17,3,2,100.0
3,4,15,5,1,86.32251353285248
3,10,6,1,1,67.77234358058627
3,12,17,5,1,100.0
1,6,16,3,1,70.58364698853033
1,16,10,1,2,84.9673373665562
2,17,15,5,4,100.0
1,23,19,2,4,88.55921339228374
1,22,11,1,4,84.64458195613875
2,23,16,3,2,97.00390423473976
1,22,7,5,5,83.39657958062817
2,1,21,6,5,59.40812702656043
2,13,24,7,3,100.0
3,14,19,7,3,100.0
1,19,3,7,2,88.81573316380302
3,16,24,1,3,87.34789237859968
1,16,21,3,3,99.79722705438047
3,17,19,1,5,100.0
1,23,8,2,2,69.38881520491313
3,11,2,2,1,66.05058211484882
2,14,3,6,3,79.50160034631699
1,6,8,2,3,49.48773147453959
3,11,23,5,3,92.21528400975805
3,14,16,2,3,100.0
3,11,18,5,2,100.0
2,15,13,7,5,100.0
2,6,1,2,5,32.83138406453094
1,13,8,7,3,96.57025948461195
1,12,19,1,2,87.17930934679676
3,17,14,6,2,100.0
1,6,9,2,3,60.05478332877799
3,14,6,3,4,87.8949815191782
2,14,8,6,2,100.0
1,9,16,3,3,85.53844898921248
2,20,20,2,4,95.65847182299215
1,19,8,1,5,75.61174855168662
3,4,3,6,2,52.51355783049302
2,4,4,1,2,36.53020077328822
1,24,17,3,2,85.77657417605812
1,10,11,1,2,72.346761446266
3,4,17,7,4,84.44744689939402
3,16,22,1,2,91.63604284787085
1,9,13,7,1,89.9339152365286
1,18,6,1,4,72.31128279520847
1,8,4,3,4,55.020591001525574
2,14,1,7,5,80.3708276859948
2,8,10,1,3,66.79685744291632
2,20,17,2,5,100.0
3,10,22,5,4,89.57432606830835
1,22,2,5,3,68.73124224924447
2,5,16,3,4,72.29733074879537
3,21,20,6,1,100.0
1,15,1,4,1,73.06597818197463
2,4,23,7,4,70.50837270236556
2,20,10,3,5,93.90167795735958
1,2,22,1,4,36.3535714450587
3,24,9,3,1,85.79906244335207
2,8,21,3,5,82.38385388301502
3,5,20,3,4,74.33788623890602
3,7,22,5,1,88.82813012923151
1,4,17,4,3,67.72256380989018
2,13,17,1,1,95.2300886133238
2,5,10,2,3,61.44669371251366
3,7,21,7,5,93.5877843196578
3,18,18,6,2,100.0
3,16,13,1,3,100.0
2,11,13,1,2,87.79308791437457
3,2,24,6,4,58.011159232164836
1,24,24,2,1,53.34694650447263
3,6,22,3,2,78.02069410772403
1,17,17,5,3,100.0
1,18,16,5,5,100.0
3,18,5,3,4,85.49687673214385
1,13,17,4,4,100.0
2,18,24,5,3,94.74715946085196
3,1,12,4,1,65.88287362662028
1,14,17,7,3,100.0
2,11,15,4,5,96.10759105690805
2,16,7,2,2,90.86848793231317
1,10,8,6,5,85.0157094736872
3,5,10,6,2,79.81631359895032
3,11,5,5,2,84.86231189465194
2,4,22,2,4,54.64989405490319
2,24,5,7,3,76.79169708155248
2,19,8,7,2,100.0
1,17,23,6,3,95.83029562799169
3,18,11,1,3,96.98516136898635
2,15,1,4,5,77.56261806973804
2,9,17,3,3,84.5432121312649
2,24,24,4,4,67.52849244688738
1,9,4,4,5,60.74805880354872
3,22,17,3,3,100.0
2,4,22,1,4,51.1517512354942
1,5,10,5,2,68.055512871559
1,14,21,4,4,100.0
1,6,17,4,5,80.85829609049094
3,2,17,1,2,63.47427844703339
2,13,10,2,1,92.59250405349222
1,8,14,7,2,94.02408354199669
2,22,1,2,5,56.51195043661883
2,24,3,1,3,50.201310088128025
1,7,2,6,1,56.50571165592206
1,16,14,4,1,100.0
3,14,5,7,5,95.75293090518728
1,6,6,7,2,66.94435311755322
3,15,20,3,4,100.0
3,14,1,4,2,77.90462399224745
3,22,2,6,5,81.00056303498641
1,22,20,5,3,93.09485059588792
3,2,15,5,5,73.57667089601006
3,19,14,7,1,100.0
2,24,12,2,2,76.2278829481059
2,17,2,7,1,94.08096099373144
2,5,6,5,2,61.0065688825342
1,5,7,3,5,46.624104798597166
2,15,23,4,4,91.55420879806194
1,2,6,2,2,36.06240136973139
1,23,16,2,5,81.87825469025081
2,17,22,4,4,100.0
3,21,4,5,3,91.99701723791837
1,10,3,2,4,51.44688933963323
3,18,7,2,1,92.49434904569958
3,4,1,5,5,39.516790978887784
2,19,16,2,5,100.0
1,13,2,5,5,64.9870525643407
2,5,4,3,4,41.73382893967047
3,5,7,2,1,50.90328438276595
1,23,10,2,1,76.00125633717883
1,3,1,5,2,34.85704464536711
1,7,9,5,3,70.80617824296723
1,12,14,5,3,96.63373830432539
1,14,20,1,4,82.82757729685837
2,18,16,3,5,100.0
1,1,21,7,5,64.87065457560915
1,22,14,3,1,96.86121405218714
3,5,6,5,4,62.276478031802675
2,6,5,5,1,53.56264799942164
1,6,14,1,2,63.857797516932116
2,14,16,7,5,100.0
3,19,2,4,2,80.26138807729089
1,7,17,3,2,75.93743271357962
3,20,20,7,1,100.0
3,20,5,6,4,99.74241656723528
3,2,20,4,1,71.52758698480152
1,16,24,5,3,89.38798884229143
2,13,21,5,1,100.0
2,22,13,2,4,93.87121894249063
2,1,18,6,4,75.7527480438307
3,15,14,1,1,100.0
1,23,10,4,3,83.91996129291599
1,21,2,1,2,56.246891942061275
3,21,22,2,5,91.44387620245466
3,5,24,3,3,53.22894547587423
3,9,10,2,4,84.65100487159933
3,8,14,7,3,99.78958192157391
1,13,13,2,3,91.86338287732768
3,6,8,3,2,72.98547145875965
2,22,4,1,1,61.95701591301243
1,24,5,3,2,55.30511726957258
3,9,5,7,3,85.15960089551955
3,2,22,7,2,69.3393215033747
3,20,20,4,4,100.0
1,3,11,7,3,69.17498847673
2,17,5,2,4,79.20125877862263
2,6,2,3,5,44.509658667279815
3,22,10,4,4,96.61948494023169
2,2,19,6,4,74.75131471724856
1,20,11,4,2,98.00587733192044
3,21,22,5,1,99.84588433971469
3,17,5,7,1,100.0
3,6,1,2,5,38.35850941431596
2,21,2,4,1,74.31510670603579
3,1,11,1,1,50.526343032613475
1,22,23,5,1,85.56371993000106
2,19,2,1,1,70.22553678961434
3,18,17,6,5,100.0
1,4,16,2,2,68.25934600386161
2,6,11,5,2,79.03799131202018
3,16,6,7,1,100.0
1,19,18,6,2,100.0
3,11,3,7,4,85.37171432185536
1,19,3,4,3,79.8686459094325
2,23,13,6,5,100.0
3,21,13,4,5,100.0
2,3,23,4,5,53.63186382786898
3,3,3,6,2,54.62140489800051
3,23,19,1,5,87.0691519237871
1,16,9,6,3,100.0
2,18,5,4,4,87.76632560026358
1,23,12,4,3,90.83943013022476
3,2,20,3,2,62.64400013234794
3,23,8,5,2,87.53530126535189
2,17,11,7,4,100.0
2,18,15,5,5,100.0
2,9,10,4,5,83.83355232951408
2,22,20,3,4,95.42579008709782
3,11,2,3,2,65.05175820957491
1,5,16,7,4,84.74369369018208
1,16,10,2,4,91.98331156102002
1,17,13,7,5,100.0
1,9,21,3,1,73.6087349696748
1,9,24,3,3,59.19917532780201
1,3,4,4,3,38.62808807644429
3,21,16,7,1,100.0
2,9,1,4,1,60.90708553356849
3,11,6,4,3,86.75397164728302
2,7,2,4,4,52.89574003746183
1,3,14,2,1,57.027300126323674
3,16,12,7,1,100.0
1,14,11,5,5,95.89700055498274
2,1,20,5,4,65.38605285733125
3,5,11,6,1,80.7854604847338
1,17,16,6,2,100.0
2,8,21,2,3,76.98093094422977
3,9,23,7,5,89.06807007349074
3,8,1,2,3,54.44299352987538
3,6,13,2,5,72.36356288619909
1,22,10,3,1,84.49490954575565
3,3,16,7,5,82.66409641454324
2,13,14,5,2,100.0
1,8,10,6,1,82.06658146124875
2,24,20,1,4,73.39067255036113
1,18,23,4,2,90.59854906009586
3,6,4,5,2,62.376118897351596
1,17,12,6,1,100.0
1,17,15,2,2,95.99893013134373
1,11,16,2,4,88.57449934660096
3,5,16,7,3,93.75276043391236
3,21,19,6,3,100.0
1,14,8,6,5,97.31858719686768
3,8,21,1,1,74.70268372587309
3,16,11,5,2,100.0
3,11,17,4,5,100.0
1,19,20,1,4,91.95701977621609
1,8,9,2,2,66.23612423739435
3,6,3,6,3,69.17204083125819
2,6,11,5,5,75.2674705525417
1,6,5,1,3,41.25910977398052
2,8,4,6,3,69.45176500811637
3,21,6,5,2,90.09742961867427
2,17,12,1,2,100.0
1,14,4,1,2,60.74376313782237
3,21,7,6,5,96.44126841501375
2,11,16,3,2,97.64563158240458
1,3,24,1,4,28.553806050934156
3,3,14,2,1,71.67478420241811
2,16,6,5,1,94.1317693423873
1,8,5,3,1,51.20962449516209
3,18,17,3,3,100.0
1,11,13,2,4,89.16438911326058
3,7,11,5,1,87.53516954562096
2,19,9,6,2,100.0
3,21,15,5,3,100.0
1,24,14,2,4,77.96726949584239
2,23,3,6,3,74.0835001856923
3,16,18,5,5,100.0
3,20,14,5,2,100.0
3,19,19,2,4,100.0
1,23,11,2,1,82.14846527327408
2,5,8,2,2,61.81573781700725
2,4,5,2,2,35.25837031202187
1,10,18,7,3,100.0
2,1,22,2,5,46.09337141501476
1,11,4,6,4,77.2680506750701
3,14,11,7,4,100.0
1,7,21,5,3,73.13435675284722
2,22,21,3,4,87.37488800071989
2,17,10,1,5,92.29725147647041
2,7,9,2,2,63.323055489278765
2,22,7,4,2,82.57595855048132
2,6,6,1,4,50.79523396785609
1,17,17,2,4,100.0
3,23,14,6,3,100.0
2,20,12,5,2,100.0
1,13,18,1,4,87.47074149125673
2,6,10,2,5,61.03221826157188
2,2,18,4,4,67.14695926348254
2,23,18,5,3,100.0
3,19,24,6,2,99.29685342044351
3,2,11,3,4,62.06267500128846
3,18,11,6,3,100.0
2,8,22,7,3,87.4883337315881
3,20,20,5,2,100.0
2,2,16,3,3,62.66215469722586
2,23,1,7,4,73.04279993320029
3,8,13,7,2,100.0
3,12,3,1,4,61.74462200686314
1,15,6,6,2,94.36851647066382
3,13,23,7,2,100.0
1,11,8,3,5,73.13700622189538
2,4,21,1,1,53.38057050429157
1,24,17,1,4,75.11274330800029
3,2,11,7,3,74.50114395593424
2,6,12,5,4,83.53877833278004
1,6,19,7,1,84.31222421621536
2,24,17,1,2,83.56659520137497
3,11,10,3,3,89.69218834956155
2,3,11,6,5,71.43472839341986
1,23,22,5,2,85.27485159497515
2,4,20,2,2,61.781908769135455
3,4,1,6,5,46.476493648357945
3,18,10,3,4,100.0
3,9,14,2,1,90.07204808051578
1,8,22,2,5,62.31165623720756
1,9,8,3,1,72.44112912944112
2,16,3,2,3,70.04038863075634
1,22,17,2,2,94.21256723656106
2,6,15,4,4,89.22663175074318
2,10,23,1,2,70.59985320109898
1,16,1,3,2,71.35793795198356
3,6,5,2,2,52.59288455496895
2,21,3,7,4,84.90145361803089
1,7,2,1,5,34.81229953272068
2,12,18,1,2,90.88573248668125
2,13,7,2,5,83.25621618132773
3,19,23,5,4,100.0
3,18,16,5,5,100.0
2,5,24,6,1,62.91306095387827
3,12,13,6,1,100.0
3,18,23,5,4,100.0
2,9,9,1,3,68.22521944871576
1,24,8,2,1,60.26574351221756
2,11,20,1,4,87.81928145315436
2,19,18,3,2,100.0
3,1,8,5,1,64.28114979098497
1,9,22,4,5,75.24012789351677
2,17,14,4,4,100.0
2,7,22,1,5,62.68231220423953
1,11,18,5,1,100.0
3,19,1,6,4,91.72269217447673
1,3,11,6,2,66.80460049661494
3,16,19,6,5,100.0
3,20,6,1,4,79.5619644564184
3,5,17,2,2,81.79355320668904
1,20,9,7,3,100.0
1,23,10,3,4,78.99061231733519
1,7,20,5,5,79.75621933315743
3,20,20,3,1,100.0
2,19,18,3,2,100.0
2,16,18,4,5,100.0
1,19,10,4,5,98.11181875418727
3,5,3,1,2,34.68571267775878
3,6,15,7,2,95.98680059841416
1,5,23,1,3,38.563525754670444
1,5,16,5,3,74.53077234133367
3,4,5,6,1,61.274094553569235
2,13,16,1,3,97.27560181498256
3,11,15,6,2,100.0
1,24,24,2,2,51.37277496973943
1,4,11,2,2,56.91077312547069
2,18,19,4,4,100.0
1,11,1,1,2,50.2076725849111
1,7,18,5,3,90.57998585679779
1,24,24,6,5,66.58566523011208
3,7,12,7,4,100.0
3,5,3,6,5,57.46373286388049
3,13,11,6,4,100.0
2,7,23,1,2,54.520276270381906
1,1,6,5,5,42.14585723878096
2,12,17,3,5,98.16988243917274
1,13,20,3,3,89.82940742240095
3,15,15,2,1,100.0
2,24,7,2,3,63.89044392799824
3,24,2,2,1,51.81464551174457
1,20,24,2,5,71.80820497813156
3,4,23,2,2,55.93984597061825
3,9,22,4,1,90.67521832811833
3,2,5,2,5,40.78183049467478
1,13,14,5,5,99.72976289055815
3,11,7,1,4,75.12871507141273
1,1,17,3,3,54.893226296029965
1,7,9,5,4,68.96345491100944
1,12,22,7,3,96.15792087357073
2,22,15,6,3,100.0
3,17,5,1,2,85.49955838015964
1,2,22,1,3,39.45436494907764
3,12,21,1,3,96.85948788133979
3,23,13,3,3,99.93514035433867
2,3,15,1,2,59.960800242258415
2,23,14,1,5,80.70269822030811
1,16,24,4,1,83.46250735462851
2,20,6,1,5,78.49733685621162
1,14,22,3,5,85.91348584331391
3,3,23,2,2,52.035691430510546
1,13,10,7,1,100.0
1,23,18,5,3,96.06754056813675
1,23,9,1,1,69.33342755043958
3,3,20,5,3,82.03358395436622
1,24,5,3,5,50.08854516425759
3,20,2,6,1,92.12850004505151
2,16,15,2,3,100.0
2,6,7,6,1,69.75292342562625
3,19,16,1,3,100.0
3,9,1,7,5,77.71854080417964
2,4,11,2,1,56.12628743312016
1,1,4,6,4,36.58037197196212
3,2,16,5,2,80.58022969623772
3,3,22,2,4,60.35240873010462
1,10,8,7,2,85.31688859726826
3,1,18,4,2,66.16694271894288
3,5,24,1,4,46.8924217398742
1,5,12,1,4,54.704713527228165
1,16,10,4,4,95.37217762661092
3,3,11,7,2,81.41222035788161
2,21,13,7,2,100.0
3,4,20,4,3,71.73559887217138
2,13,4,7,3,85.94863854044101
1,23,10,6,1,94.4664159518774
3,6,4,4,4,55.09261444502788
3,6,9,5,4,76.6787497047057
3,19,11,1,2,100.0
3,23,15,1,3,90.62102483399579
2,11,1,6,4,71.77512865185163
3,23,20,4,5,96.82939980122765
1,8,16,6,4,91.87436461401927
2,16,24,2,5,85.53831280254037
2,20,12,3,2,98.28087315669475
2,21,19,2,4,100.0
2,16,8,2,3,91.08079320819682
2,19,17,3,1,100.0
1,12,21,3,2,86.31598623097801
3,14,20,1,4,96.7172347116511
3,4,21,4,4,74.23492307111614
3,6,21,3,3,75.00067627830859
1,2,17,4,2,68.60133573228147
3,19,10,5,5,100.0
1,15,13,4,5,100.0
1,13,22,7,3,96.9817603324312
1,21,11,5,1,100.0
3,14,14,7,5,100.0
2,2,10,1,3,49.06139302993093
3,8,21,5,1,92.19819511401624
1,6,13,7,2,89.96128751431878
1,22,17,5,2,100.0
2,4,15,4,3,74.26466551315747
3,18,8,6,4,100.0
1,10,8,3,5,76.42122799532645
2,18,1,4,4,71.33589408431129
1,21,23,2,5,75.46181727458666
2,17,18,7,3,100.0
1,17,23,6,5,94.53909393675251
1,21,13,5,4,100.0
3,19,15,5,2,100.0
1,13,5,1,2,69.51333253008751
3,7,11,7,2,93.42133448403395
3,7,24,4,4,64.34602710416716
3,2,4,5,3,46.51752752074853
3,19,13,5,3,100.0
3,10,20,5,4,100.0
2,16,12,3,2,100.0
3,5,5,1,5,47.33036669372987
1,13,6,4,5,76.4306648883408
3,13,2,3,4,75.63619687731082
3,21,10,5,2,100.0
2,14,10,7,1,100.0
1,14,7,4,5,82.03496100589908
3,7,3,2,2,53.41093494838135
3,18,5,7,2,100.0
2,12,5,7,1,86.01048751191028
2,13,19,1,1,99.82286332805323
2,6,11,1,3,64.61751430447892
3,1,8,5,3,61.40711742283378
3,13,3,2,4,76.36054406862132
2,16,23,7,1,100.0
1,23,7,3,2,69.53333099890186
3,15,24,2,3,75.80949609634493
3,19,4,7,3,98.86505925289372
1,15,16,5,3,100.0
3,20,6,7,2,100.0
3,15,4,3,1,87.79120239182735
1,23,10,7,1,93.1716978829817
1,19,5,1,5,71.35975669248931
3,1,8,3,1,53.05086126121845
1,1,9,1,1,36.58498250485189
1,24,3,2,2,43.07531888325248
3,17,21,6,1,100.0
2,3,19,7,3,84.86337699344266
2,7,14,1,5,74.42439373932054
2,2,5,5,3,42.51909027024358
3,6,15,6,3,89.1430153924626
2,24,16,1,3,78.1063732469314
1,5,19,7,2,88.31616137781457
2,2,3,7,3,52.368364386961794
2,24,18,6,5,96.87502621310942
1,7,14,5,5,77.24144044516576
1,10,21,5,1,92.3044948390332
1,17,17,5,4,100.0
3,8,21,6,1,93.61070543059787
2,14,5,3,1,80.49343842773324
3,8,23,1,4,69.85094272878267
1,20,19,1,4,93.998779261526
1,2,14,1,4,54.93204151517109
2,14,18,6,5,100.0
2,12,24,7,5,90.45581472218605
1,15,10,2,5,91.14182292419258
1,12,3,4,3,66.27099414103276
1,17,19,5,1,100.0
1,10,6,7,1,81.07349207679991
3,19,4,1,1,75.24932008520102
3,22,11,1,2,85.25170067102317
2,18,12,1,2,96.61546439318232
2,10,12,3,1,90.29184342667176
3,17,5,4,5,91.25542861751927
1,15,16,4,2,100.0
2,21,4,4,1,77.56528055214733
1,24,14,6,3,88.41638012808242
1,14,12,4,4,98.18402343358802
1,23,11,6,5,86.88352124802022
2,15,2,6,4,81.93330962735642
2,15,12,4,5,100.0
2,1,20,2,2,55.223157670519996
2,6,2,1,1,34.07384270894282
1,24,24,1,1,53.419911728528135
2,18,7,4,3,93.57700421242845
2,24,21,4,1,82.0943649588523
3,14,10,3,5,100.0
3,19,9,7,5,100.0
2,4,7,4,2,53.83485899890108
2,3,24,7,5,60.24524326513182
1,5,23,4,1,51.43031002336536
1,5,4,7,1,48.479589197410384
1,6,20,1,3,65.02353877681489
3,18,18,7,5,100.0
1,23,12,4,1,86.1394441639232
1,9,6,5,2,69.08725771046015
3,21,8,1,3,85.8358066736231
1,9,1,3,4,49.59262752198354
2,10,5,5,1,73.71576352252616
1,18,15,7,5,100.0
1,18,1,6,5,79.35440616314028
1,10,7,3,1,73.6710725397246
3,19,2,7,5,95.68211405256758
2,20,24,6,4,96.60475584589608
